"GroupID","SubjectID","TimePoint","Score"
1,40,6,8.74975485259295
1,40,7,10.3805848451247
1,40,8,11.7132099795005
1,40,9,13.7703451526659
1,41,1,0.901781530507729
1,41,2,2.32538055095522
1,41,3,3.86925802377544
1,41,4,5.28907400390188
1,41,5,6.43304380488471
1,41,6,7.82979381871931
1,41,7,9.53638637435312
1,41,8,11.0608059056007
1,41,9,12.0948176708164
1,42,1,3.19047126784488
1,42,2,5.06518912112305
1,42,3,6.688091184987
1,42,4,8.25853188228865
1,42,5,10.0971120650093
1,42,6,12.2284723354429
1,42,7,13.9795952520779
1,42,8,15.8000776323439
1,42,9,17.2927792451448
1,43,1,2.47430884610976
1,43,2,4.93084876807977
1,43,3,6.97888607864617
1,43,4,8.68135487258327
1,43,5,11.1972722333257
1,43,6,13.0560225566932
1,43,7,14.9072379118881
1,43,8,17.4368389419094
1,43,9,19.1283404756151
1,44,1,0.152231008766639
1,44,2,2.92497082876614
1,44,3,4.92436414587907
1,44,4,7.26924927278522
1,44,5,9.55544442072302
1,44,6,11.8668098383759
1,44,7,13.9773460234719
1,44,8,16.6302946991865
1,44,9,19.0679612409543
1,45,1,1.17515187594597
1,45,2,2.74654955737142
1,45,3,3.94152415797046
1,45,4,5.00539202562248
1,45,5,6.75945265393724
1,45,6,7.87202346319523
1,45,7,9.08453320833178
1,45,8,10.3851871557739
1,45,9,11.8120521699897
1,46,1,1.19264026160701
1,46,2,2.79696362350397
1,46,3,3.90311625284201
1,46,4,5.03565574557152
1,46,5,6.29887532638006
1,46,6,7.78442028426213
1,46,7,9.52931194135539
1,46,8,10.3862467059531
1,46,9,11.6749941196898
1,47,1,0.256339780694846
1,47,2,1.3894667150699
1,47,3,3.40344526232124
1,47,4,4.52326017348212
1,47,5,6.04925466114125
1,47,6,7.08395590627131
1,47,7,8.62688478517941
1,47,8,10.3897540386393
1,47,9,11.378462920474
1,48,1,1.07245725027532
1,48,2,2.70423996052052
1,48,3,3.52335572246335
1,48,4,5.39815989733249
1,48,5,6.80613601306985
1,48,6,8.01861356214181
1,48,7,9.82097547317801
1,48,8,11.082232448854
1,48,9,11.9827666580465
1,49,1,2.00904121586288
1,49,2,3.05246401294485
1,49,3,3.69868516371275
1,49,4,5.35584089541079
1,49,5,6.4023191806602
1,49,6,6.90276250870356
1,49,7,8.32270894116243
1,49,8,9.39553513071031
1,49,9,10.6399043777168
1,50,1,1.84341284151655
1,50,2,2.98222635023434
1,50,3,4.18884344980689
1,50,4,5.37544727374412
1,50,5,7.03741127907306
1,50,6,8.37016701392021
1,50,7,9.91276042965447
1,50,8,11.6624046854853
1,50,9,12.5064780315476
2,51,1,6.72055502190815
2,51,2,7.07047428738721
2,51,3,8.27607407658529
2,51,4,9.00014802515985
2,51,5,10.6408175075208
2,51,6,11.0160231930046
2,51,7,11.7101114172339
2,51,8,12.616332147082
2,51,9,13.8634803035023
2,52,1,5.30873518144861
2,52,2,5.48365051737921
2,52,3,6.12300513174013
2,52,4,6.28646468106519
2,52,5,6.65517462156823
2,52,6,7.57072681602454
2,52,7,8.09303096931894
2,52,8,8.39971752427102
2,52,9,8.58441817853066
2,53,1,4.88088790149585
2,53,2,6.00254370168249
2,53,3,7.00444920435588
2,53,4,8.10035593127027
2,53,5,8.40658131768011
2,53,6,9.51789385345957
2,53,7,10.053216415652
2,53,8,11.0150320353369
2,53,9,12.1692474794762
2,54,1,3.82719261034418
2,54,2,4.2872150725326
2,54,3,5.24222286144435
2,54,4,6.11881606709069
2,54,5,5.84459678292363
2,54,6,7.01045510469418
2,54,7,7.669037750876
2,54,8,8.31593173495379
2,54,9,8.76951830005629
2,55,1,7.2783202624799
2,55,2,8.95361987025434
2,55,3,10.792991219359
2,55,4,12.6142881894121
2,55,5,13.7477906546942
2,55,6,15.1257102241245
2,55,7,16.7866574145957
2,55,8,17.9653147064241
2,55,9,19.4792908543167
2,56,1,6.59024168184402
2,56,2,7.97707473241195
2,56,3,8.81621783583891
2,56,4,10.4345934446433
2,56,5,11.5893849541469
2,56,6,12.8592423356912
2,56,7,14.56332727307
2,56,8,15.4146014474818
2,56,9,16.633368661268
2,57,1,5.09370161437084
2,57,2,5.88401824806588
2,57,3,7.16586068739372
2,57,4,8.71837396166579
2,57,5,9.35151440533942
2,57,6,10.8883965062992
2,57,7,12.010814763441
2,57,8,13.2060781409339
2,57,9,14.6664324168479
2,58,1,7.06953979363044
2,58,2,7.75096576259081
2,58,3,8.75373789754111
2,58,4,9.21352783137597
2,58,5,10.1857944685058
2,58,6,11.0746822871645
2,58,7,11.9687549464825
2,58,8,12.3684218975502
2,58,9,13.5691034690778
2,59,1,6.43998041571978
2,59,2,7.48226647665757
2,59,3,7.90549454485077
2,59,4,8.55192080320081
2,59,5,9.33590445677188
2,59,6,9.76051498399426
2,59,7,10.6905150209587
2,59,8,11.1018894324279
2,59,9,11.3654711952345
2,60,1,5.19511924303145
2,60,2,5.87801748167367
2,60,3,6.48764825548049
2,60,4,7.07204142598135
2,60,5,8.06864939496175
2,60,6,8.51359159433703
2,60,7,9.5864190239772
2,60,8,9.94443353880005
2,60,9,11.1442209535726
2,61,1,6.34055435645674
2,61,2,7.34729300364747
2,61,3,8.43740575810803
2,61,4,9.33096580773312
2,61,5,10.6275331672969
2,61,6,11.3538766724235
2,61,7,12.7619096614809
2,61,8,13.3151480021732
2,61,9,14.6957799356115
2,62,1,7.11071279078488
2,62,2,7.23295842977005
2,62,3,8.36330658337487
2,62,4,9.54896961362893
2,62,5,10.3052357786307
2,62,6,11.1926466893934
2,62,7,12.2122615087164
2,62,8,13.0371848004198
2,62,9,13.598773848681
2,63,1,6.24398610358294
2,63,2,7.16654524120228
2,63,3,9.17067792190628
2,63,4,10.2390485045435
2,63,5,11.3779079503731
2,63,6,12.3417444346636
2,63,7,14.3371906814543
2,63,8,15.4994685402147
2,63,9,16.5694078473585
2,64,1,4.93701229115726
2,64,2,6.05678986472482
2,64,3,7.01900517783725
2,64,4,8.84101470324993
2,64,5,9.901931038158
2,64,6,10.9509376770935
2,64,7,12.1108381943482
2,64,8,13.0248450602162
2,64,9,14.461351027063
2,65,1,6.26050366699426
2,65,2,7.04378701914758
2,65,3,8.06166027958774
2,65,4,8.89032993185548
2,65,5,9.89214177496208
2,65,6,10.5766619491884
2,65,7,11.6858098673397
2,65,8,12.4862108491883
2,65,9,13.5591850640305
2,66,1,4.54913746926174
2,66,2,5.62395625439633
2,66,3,6.68377639447771
2,66,4,8.18192324378171
2,66,5,9.14521656978727
2,66,6,10.1146964608244
2,66,7,11.2320759034289
2,66,8,12.5936444579685
2,66,9,13.808645173788
2,67,1,5.87844597833162
2,67,2,6.64079734262722
2,67,3,7.66475719822714
2,67,4,8.56346104841611
2,67,5,9.12031457586449
2,67,6,10.3465314566621
2,67,7,10.6203197365125
2,67,8,11.4590092722156
2,67,9,12.4805480794134
2,68,1,4.29227276128786
2,68,2,4.42475644300174
2,68,3,4.87185125096562
2,68,4,5.6575155400133
2,68,5,6.33082843382089
2,68,6,6.38388468368616
2,68,7,6.9186286777087
2,68,8,7.89168245104624
2,68,9,8.28964232794415
2,69,1,4.92975780184521
2,69,2,6.06547819972862
2,69,3,7.64794591468616
2,69,4,9.17915663602997
2,69,5,10.3739400110273
2,69,6,11.6614799760033
2,69,7,13.4046067710602
2,69,8,14.6519573213003
2,69,9,16.3709951150817
2,70,1,7.31810268589506
2,70,2,8.31759728206661
2,70,3,9.36602842559981
2,70,4,11.0958677804617
2,70,5,12.503471589027
2,70,6,13.6801525609039
2,70,7,14.9004902194634
2,70,8,16.2251848380721
2,70,9,17.6702662757796
2,71,1,6.39625665331028
2,71,2,7.29890527858545
2,71,3,7.79423947784727
2,71,4,8.32229175907048
2,71,5,8.99797867042233
2,71,6,9.99234058810852
2,71,7,10.1387977583908
2,71,8,10.5370256076299
2,71,9,11.6708272081893
2,72,1,6.04358938392247
2,72,2,6.89884552974659
2,72,3,8.18574994828113
2,72,4,9.24072855003346
2,72,5,9.97107375962237
2,72,6,11.2770670229129
2,72,7,12.2579841771527
2,72,8,13.336527125548
2,72,9,14.1950101843083
2,73,1,6.57365034444479
2,73,2,7.63089399068099
2,73,3,7.83788081553781
2,73,4,9.11337478198752
2,73,5,9.45471708892577
2,73,6,10.6556190165961
2,73,7,11.5403177976326
2,73,8,12.131164826265
2,73,9,13.3870593030242
2,74,1,6.75740759456249
2,74,2,7.42101304071809
2,74,3,8.52372948674651
2,74,4,9.85255847192317
2,74,5,10.7795411946281
2,74,6,12.3651060961254
2,74,7,13.379674952237
2,74,8,15.3357820794397
2,74,9,15.3903212758396
2,75,1,5.75794153248315
2,75,2,6.98246942790287
2,75,3,7.93409386539041
2,75,4,9.20175583841424
2,75,5,9.90266529816973
2,75,6,11.1635008444177
2,75,7,12.3296086974147
2,75,8,13.1157868877917
2,75,9,13.930084719946
2,76,1,5.44349670801116
2,76,2,6.10358759359526
2,76,3,7.19279352764438
2,76,4,7.75690804249823
2,76,5,8.66964740623127
2,76,6,9.37954701864441
2,76,7,10.5499977670453
2,76,8,11.1299085263389
2,76,9,11.9075044742742
2,77,1,6.45612460079895
2,77,2,7.59669734085834
2,77,3,9.08409022072828
2,77,4,9.8714477159328
2,77,5,10.9461496243242
2,77,6,12.4517397319166
2,77,7,13.0424015640892
2,77,8,14.8476981367124
2,77,9,15.9566977333909
2,78,1,6.78112030765234
2,78,2,7.53253667751557
2,78,3,7.89213113341523
2,78,4,8.44177878436531
2,78,5,9.61463151666829
2,78,6,9.88196335941363
2,78,7,11.4955995943977
2,78,8,11.7009063397467
2,78,9,12.189470166602
2,79,1,5.01095176840465
2,79,2,5.72422892740654
2,79,3,6.60714994254417
2,79,4,7.7875993123851
2,79,5,8.36058224040914
2,79,6,9.86075984632501
2,79,7,10.7212629843172
2,79,8,10.8146773981181
2,79,9,12.2214598015464
2,80,1,5.22398590745247
2,80,2,6.01704630385311
2,80,3,7.08252262258937
2,80,4,8.0552277362459
2,80,5,9.48756253291689
2,80,6,10.3053348972778
2,80,7,11.3062505349907
2,80,8,12.385893993093
2,80,9,13.4152439433187
2,81,1,4.64220533377672
2,81,2,4.84785821680267
2,81,3,5.83806540786869
2,81,4,6.13809203844998
2,81,5,6.58045044299605
2,81,6,7.47279874843671
2,81,7,7.60909074396721
2,81,8,8.19943582051017
2,81,9,8.46795434762274
2,82,1,6.03251464947036
2,82,2,7.21557503820861
2,82,3,8.42125930518685
2,82,4,9.96117349152054
2,82,5,10.9649696878613
2,82,6,12.4010688054901
2,82,7,13.8432621338185
2,82,8,15.2140742266573
2,82,9,16.4014450481733
2,83,1,4.44638504162146
2,83,2,5.28561965086227
2,83,3,5.64863245705481
2,83,4,6.61822492753627
2,83,5,6.8613585511627
2,83,6,7.84157954345032
2,83,7,8.32264542341706
2,83,8,8.60055577970451
2,83,9,9.21554733291517
2,84,1,3.972847109706
2,84,2,4.84143544919061
2,84,3,5.94959408009851
2,84,4,6.46528064417536
2,84,5,6.83658775815049
2,84,6,8.11842901493648
2,84,7,8.65453984110672
2,84,8,9.82134074911755
2,84,9,10.45032465496
2,85,1,5.08342717199456
2,85,2,5.71572655259308
2,85,3,6.88876803018131
2,85,4,6.90276981378378
2,85,5,8.46860810171254
2,85,6,8.82767543283472
2,85,7,9.58618323550629
2,85,8,10.0947293772651
2,85,9,11.2991971925493
2,86,1,5.10206044942508
2,86,2,6.12028124509619
2,86,3,6.37469319385331
2,86,4,6.85786502612436
2,86,5,7.81098097298539
2,86,6,8.43655244932676
2,86,7,8.96774503285543
2,86,8,10.1895759505188
2,86,9,10.6257648493883
2,87,1,7.18047725131787
2,87,2,8.43153829454696
2,87,3,9.25346447399123
2,87,4,10.0940408252784
2,87,5,11.1948387576973
2,87,6,12.0630973270277
2,87,7,13.4773478040626
2,87,8,14.4100432944048
2,87,9,15.1514031237772
2,88,1,5.62422742752334
2,88,2,6.94424040571956
2,88,3,7.4807960857615
2,88,4,7.67537682423059
2,88,5,8.66760561461328
2,88,6,9.49776479799459
2,88,7,10.3748385403254
2,88,8,10.9672325817888
2,88,9,11.4310875962915
2,89,1,5.71451191787145
2,89,2,6.34136955668953
2,89,3,6.4127272613263
2,89,4,6.9784842031197
2,89,5,7.5221045286277
2,89,6,7.76899505423612
2,89,7,8.04125996324056
2,89,8,8.42586217019694
2,89,9,9.05373543467658
2,90,1,6.32605196741073
2,90,2,6.84174055402816
2,90,3,8.12767959852619
2,90,4,8.85065754142123
2,90,5,10.0534758067841
2,90,6,11.0974924328042
2,90,7,11.9274956272348
2,90,8,13.4740755680324
2,90,9,13.9272716861822
2,91,1,7.71040192540799
2,91,2,8.50026599320001
2,91,3,9.28590623479304
2,91,4,10.4592345507979
2,91,5,11.4637083515891
2,91,6,12.6732371520181
2,91,7,13.4024721599689
2,91,8,14.3115390353079
2,91,9,15.4115618938194
2,92,1,6.18877166177909
2,92,2,6.89683878832043
2,92,3,7.80388248750964
2,92,4,8.80748566455704
2,92,5,8.9950893924785
2,92,6,10.1436665889099
2,92,7,10.7492581248401
2,92,8,11.6927864365286
2,92,9,11.9963076274843
2,93,1,7.9617336431624
2,93,2,8.58499213619561
2,93,3,9.35754568739969
2,93,4,10.0269574090025
2,93,5,10.5217992629685
2,93,6,11.2307399869184
2,93,7,11.8869901494694
2,93,8,12.5864654546263
2,93,9,13.4171516077507
2,94,1,4.36806766317645
2,94,2,5.56759643962313
2,94,3,6.63525590135288
2,94,4,7.65274236871098
2,94,5,8.51142477934251
2,94,6,9.90471711344358
2,94,7,11.0047274540933
2,94,8,12.2440150209374
2,94,9,13.4222786597901
2,95,1,6.91014887299101
2,95,2,7.99676572747626
2,95,3,9.33808257912333
2,95,4,11.0291213297191
2,95,5,12.1646613540742
2,95,6,13.5753566310515
2,95,7,14.8347004671455
2,95,8,16.2548536463786
2,95,9,17.0811435832742
2,96,1,7.8771656728618
2,96,2,8.51364114896397
2,96,3,8.85106111451397
2,96,4,9.83178415425
2,96,5,10.4325569775818
2,96,6,11.2651027811759
2,96,7,11.4913170516719
2,96,8,12.8938791947081
2,96,9,13.1344087588724
2,97,1,5.32467022588866
2,97,2,6.05534009030858
2,97,3,6.97043409731586
2,97,4,7.85518184809413
2,97,5,8.97886939341503
2,97,6,9.73660956446629
2,97,7,10.6758302557789
2,97,8,11.8207622538082
2,97,9,12.7342774185777
2,98,1,5.60554119340803
2,98,2,6.7452756319314
2,98,3,7.67422961804297
2,98,4,8.84588071064871
2,98,5,9.7916875449074
2,98,6,11.1165521378686
2,98,7,11.6565623969884
2,98,8,12.7447928930126
2,98,9,13.3888782377705
2,99,1,6.78882246471224
2,99,2,7.33222144117546
2,99,3,7.9247965118172
2,99,4,8.46865086643505
2,99,5,9.06999849105947
2,99,6,9.405118365608
2,99,7,10.153124215581
2,99,8,10.6085578351426
2,99,9,11.3021239076031
2,100,1,9.05903724173292
2,100,2,10.2742173190785
2,100,3,11.4174621962415
2,100,4,12.3475401381441
2,100,5,14.064744335375
2,100,6,14.9838296919174
2,100,7,16.2525148165896
2,100,8,17.6569733752667
2,100,9,18.516590609825
